DESTINO,ORIGEN,CANTIDAD,FOBDOL,FOBPES
USA,CTG,57529,250486,16
USA,CTG,19219,83681,16
USA,CTG,2252,47303,185211585
USA,CTG,241189,44,161684
USA,CTG,23000,42000,164882340
USA,CTG,39048,53962,215817241
USA,CTG,120960,167529,6
USA,CTG,184596,239677,86
USA,CTG,4,1800,7047774
USA,CTG,11900,15025,76
USA,CTG,96390,122357,98
USA,CTG,25200,28350,113357758
USA,CTG,25200,28350,111295579
USA,CTG,99737,469444,21
USA,CTG,25200,28350,111295579
USA,CTG,6504,35,106463
USA,CTG,128140,127369,5
USA,CTG,57500,57327,5
USA,CTG,7417,5,21177
USA,CTG,2,12598,50171535
USA,CTG,9,31590,125807175
USA,CTG,9,5904,23512680
USA,CTG,134030,111254,12
USA,CTG,36320,35980,141249204
USA,CTG,1209,96,10011
USA,CTG,4904,69787,29
USA,CTG,3427,24108,96025780
USA,CTG,19294,89324,66
USA,CTG,230691,904744,96
USA,CTG,23800,23800,95752398
USA,CTG,800130,2961722,9
USA,CTG,120140,481484,42
USA,CTG,13985,110295,71
USA,CTG,22400,25900,101854081
USA,CTG,42059,152998,6
USA,CTG,27074,41602,36
USA,CTG,13545,96743,94
USA,CTG,14387,97123,97
USA,CTG,219557,922968,26
USA,CTG,20016,40606,5
USA,CTG,103,4280,17047882
USA,CTG,10,10,39831
USA,CTG,19295,28271,113081455
USA,CTG,4,97529,71
USA,CTG,2,185326,725630980
USA,CTG,14088,70709,281028063
USA,CTG,19079,82,34770
USA,CTG,10,10,39430
USA,CTG,31136,4,57894
USA,CTG,1740,36,21724
USA,CTG,588,4116,16457867
USA,CTG,270,1764,7053371
USA,CTG,20,20,79970
USA,CTG,108480,239232,950757617
USA,CTG,19141,80176,18
USA,CTG,47904,1,90572
USA,CTG,37220,125194,59
USA,CTG,999,56,4597
USA,CTG,52574,40611,6
USA,CTG,12892,2,140755
USA,CTG,23760,47387,29
USA,CTG,20,20,78651
USA,CTG,151872,341636,1359480049
USA,CTG,10900,27000,104529150
USA,CTG,55348,139229,86
USA,CTG,1350,2264,65
USA,CTG,3098,4,3900
USA,CTG,2725,6507,5
USA,CTG,407,88,1068
USA,CTG,9,9,34843
USA,CTG,22715,3,51519
USA,CTG,332,1296928,68
USA,CTG,43392,93999,369659527
USA,CTG,79293,6,148428
USA,CTG,36220,195238,25
USA,CTG,24,4467,12
USA,CTG,204,428,4
USA,CTG,200,77,5
USA,CTG,150,103,5
USA,CTG,54,37,151
USA,CTG,280,62,246955
USA,CTG,474,3468,13866832
USA,CTG,3720,22074,51
USA,CTG,10,10,39257
USA,CTG,20,20,78052
USA,CTG,300,30,117773
USA,CTG,86784,194833,773999404
USA,CTG,23100,28000,107017400
USA,CTG,39956,79082,314487404
USA,CTG,7692,43372,8
USA,CTG,2,58,4
USA,CTG,253,29157,85
USA,CTG,1,825,37
USA,CTG,1,166,95
USA,CTG,20,20,79543
USA,CTG,15070,15789,92
USA,CTG,779,9766,85
USA,CTG,59783,297484,93
USA,CTG,2797,19728,72
USA,CTG,46416,208755,96
USA,CTG,1320,9913,2
USA,CTG,18500,5,22673
USA,CTG,54020,28470,113620353
USA,CTG,7776,42201,6
USA,CTG,16502,9,25000
USA,CTG,19990,33007,3
USA,CTG,19925,54011,76
USA,CTG,2400,11000,43258490
USA,CTG,4,40,159996
USA,CTG,804,14714,55
USA,CTG,21071,54121,68
USA,CTG,54020,28470,113400280
USA,CTG,24843,36354,145084451
USA,CTG,182247,5,292942
USA,CTG,57757,264848,65
USA,CTG,313578,1517109,91
USA,CTG,49649,71915,284895086
USA,CTG,215262,5,286625
USA,CTG,25000,93312,5
USA,CTG,134702,528330,58
USA,CTG,252,85,776
USA,CTG,1410,54,5602
USA,CTG,21525,32900,7
USA,CTG,22680,30800,120595244
USA,CTG,19224,82261,97
USA,CTG,57813,277112,9
USA,CTG,12000,31200,119958072
USA,CTG,16491,22783,4
USA,CTG,260,1,3844
USA,CTG,13368,59161,59
USA,CTG,13680,105461,48
USA,CTG,36230,62399,238492097
USA,CTG,19220,83686,63
USA,CTG,11916,57306,228221145
USA,CTG,660,4936,8
USA,CTG,63074,88648,2
USA,CTG,793058,3562112,62
USA,CTG,4392,40549,68
USA,CTG,1825,16,1383706
USA,CTG,21600,31500,125953065
USA,CTG,21344,20328,80969473
USA,CTG,21600,24372,97451685
USA,CTG,21120,21832,8
USA,CTG,21600,25380,101482183
USA,CTG,18469,26467,24
USA,CTG,25272,47800,190394570
USA,CTG,22680,28964,113406514
USA,CTG,29520,419184,1611682835
USA,CTG,23760,28890,111076560
USA,CTG,10000,14500,56923665
USA,CTG,56640,1348887,26
USA,CTG,24372,77,49692
USA,CTG,10000,221300,845819665
USA,CTG,21696,57600,231736896
USA,CTG,23800,67370,271043657
USA,CTG,16101,41,118235
USA,CTG,80205,84,424491
USA,CTG,74930,71252,47
USA,CTG,12972,96,78049
USA,CTG,37795,5,70690
USA,CTG,42546,82,201893
USA,CTG,752678,633717,24
USA,CTG,44068,78790,8
USA,CTG,23587,2,22568
USA,CTG,11121,84,26544
USA,CTG,25920,39492,155718140
USA,CTG,99702,434110,98
USA,CTG,19306,34031,4
USA,CTG,13701,6,39871
USA,CTG,50,2290,25
USA,CTG,3,64496,256897242
USA,CTG,45,4960,13
USA,CTG,1070,958,3830572
USA,CTG,90,100,398315
USA,CTG,4588,53,14981
USA,CTG,18380,91,57010
USA,CTG,74910,79451,79
USA,CTG,734490,73775,51
USA,CTG,5666,12921,56
USA,CTG,1744,4339,18
USA,CTG,704,2800,11076464
USA,CTG,121814,4,138747
USA,CTG,250,2000,7865180
USA,CTG,16,216,854470
USA,CTG,33020,39497,6
USA,CTG,18,204,802248
USA,CTG,5000,4500,17997435
USA,CTG,170,668,2642527
USA,CTG,548,3010,11867605
USA,CTG,622,5426,21357237
USA,CTG,969,6401,25299788
USA,CTG,857,5386,21297705
USA,CTG,380,2090,8219113
USA,CTG,50,215,850514
USA,CTG,412,3265,12879615
USA,CTG,179,1100,4334233
USA,CTG,875,6490,25573048
USA,CTG,324,3961,15651190
USA,CTG,500,2000,7865180
USA,CTG,408,1885,7412932
USA,CTG,144,720,2831464
USA,CTG,204,2155,8492618
USA,CTG,4421,15669,8
USA,CTG,1667,4471,16
USA,CTG,1105,3196,78
USA,CTG,5544,15456,2
USA,CTG,18,243,955619
USA,CTG,254,2244,8853937
USA,CTG,312,1020,4019160
USA,CTG,46,290,1140451
USA,CTG,5091,84,17058
USA,CTG,42600,92,162010
USA,CTG,87,630,2477531
USA,CTG,20000,18700,74789341
USA,CTG,10665,19457,76785799
USA,CTG,7990,4,23991
USA,CTG,3759,12,10783
USA,CTG,32547,8,90596
USA,CTG,288,920,3627531
USA,CTG,2044,26,13016
USA,CTG,799,55,5924
USA,CTG,3515925,73070,6
USA,CTG,26,1170,4618947
USA,CTG,912,3447,36
USA,CTG,19529,115639,4
USA,CTG,2756,20074,6
USA,CTG,10,4000,15767624
USA,CTG,39000,28860,114953709
USA,CTG,19000,17328,69302123
USA,CTG,2,7,2
USA,CTG,2,7,2
USA,CTG,5,4,4
USA,CTG,3,0,75
USA,CTG,1,0,25
USA,CTG,224730,234246,6
USA,CTG,46267,2,43848
USA,CTG,24000,21960,88349691
USA,CTG,1,735,5
USA,CTG,15,12510,49
USA,CTG,6525,65250,260902777
USA,CTG,18000,39970,153677055
USA,CTG,9601,9,176300
USA,CTG,19488,2,43451
USA,CTG,18817,52,78049
USA,CTG,14176,8,41532
USA,CTG,18204,86,61066
USA,CTG,23971,2,64900
USA,CTG,23587,2,22568
USA,CTG,39256,179732,89
USA,CTG,17729,30162,22
USA,CTG,292100,7,1354300
USA,CTG,548,7200,27682632
USA,CTG,750,1504,22
USA,CTG,450,9,2567
USA,CTG,676,4,4659
USA,CTG,5800,11807,52
USA,CTG,8000,7816,82
USA,CTG,1080,2643,73
USA,CTG,3000,3227,53
USA,CTG,800,1481,8
USA,CTG,91,3448,63
USA,CTG,7,32,546
USA,CTG,17,57,715
USA,CTG,20958,75,115849
USA,CTG,23850,89,116105
USA,CTG,1000,199,99
USA,CTG,100,660,2595509
USA,CTG,1576,40188,47
USA,CTG,6,10,38
USA,CTG,1,51230,202283704
USA,CTG,49986,36989,64
USA,CTG,123090,104626,5
USA,CTG,1339,2278,58
USA,CTG,1,82,2
USA,CTG,1,2,2
USA,CTG,2266,56,5819
USA,CTG,9375,82,21267
USA,CTG,1587550,98526,38
USA,CTG,23587,2,22568
USA,CTG,7076,95,34436
USA,CTG,5448,20170,77090748
USA,CTG,10330,50377,92
USA,CTG,9600,22934,4
USA,CTG,95647,25,496395
USA,CTG,56733,4,149703
USA,CTG,18272,52,60822
USA,CTG,5214,56,19334
USA,CTG,417100,40702,14
USA,CTG,639,5,546
USA,CTG,25441,83,178054
USA,CTG,1200,540,27
USA,CTG,12240,18649,71277410
USA,CTG,1477,64,4242
USA,CTG,2170,8,6313
USA,CTG,5992,8,15950
USA,CTG,197669,856745,22
USA,CTG,22495,7,36079
USA,CTG,25400,24292,8
USA,CTG,5460,14,16032
USA,CTG,1335,17,3891
USA,CTG,8827,92,13579
USA,CTG,4762,69,10821
USA,CTG,42713,14,119623
USA,CTG,11639,75,32260
USA,CTG,2273,3,6049
USA,CTG,6525,68,43434
USA,CTG,40,57,1731
USA,CTG,4800,10222,17
USA,CTG,15200,14879,85
USA,CTG,750,1622,98
USA,CTG,206,1,2018
USA,CVE,570311,6,244283981
USA,CVE,35816,32,14732000
USA,CVE,85159,86,38858018
USA,MAM,97628,63,63595987
USA,MAM,31904,41,13122948
PHL,CTG,10000,27200,107599936
PHL,CTG,66750,66082,33
PHL,CTG,146025,131787,2
PHL,CTG,8126,63,50876
PHL,CTG,15200,73,40827
PHL,CTG,194050,183282,4
PHL,CTG,74595,92086,8
PHL,CTG,101750,51495,205078837
PHL,CTG,1,8109,32085366
PHL,CTG,1,310,5
PHL,CTG,5,5583,7
PHL,CTG,1,178,88
FIN,CTG,19238,77721,52
FIN,CTG,2797,5,25919
FRA,CTG,22560,34844,9
FRA,CTG,1216,2742,8
FRA,CTG,37464,42558,48
FRA,CTG,302,9784,8
FRA,CTG,100576,96624,380449270
FRA,CTG,43896,53546,52
FRA,CTG,98064,84780,334269639
FRA,CTG,49032,47520,185816505
FRA,CTG,48000,58692,234644652
FRA,CTG,43968,95360,6
FRA,CTG,23790,29868,39
FRA,CTG,1216,2687,36
FRA,CTG,98064,86400,343574136
FRA,CTG,1321,18361,9
FRA,CTG,24516,23760,93030616
FRA,CTG,3510,94,8450
FRA,CTG,1921,75,4848
FRA,CTG,19909,80631,45
FRA,CTG,28784,49292,34
FRA,CTG,13343,197385,4
FRA,CTG,2263024,70476,5
FRA,CTG,1,4000,15703080
FRA,CTG,494,9783,87
FRA,CTG,72000,299825,1192255770
FRA,CTG,24000,94800,379145964
FRA,CTG,48000,182832,724198046
FRA,CTG,110160,543510,2139573242
FRA,CTG,7344,36234,144557354
FRA,CTG,22032,108378,428730362
FRA,CTG,7344,36072,142696503
FRA,CTG,2437,5,110292
FRA,CTG,2437,5,35703
FRA,CTG,21984,37348,94
FRA,CTG,16,82904,99
FRA,CTG,31,95,622
FRA,CTG,0,1,15
FRA,CTG,8,84,84
FRA,CTG,41,646,97
FRA,CTG,10,311,21
FRA,CTG,3620,7516,82
FRA,CTG,0,96,23
FRA,CTG,1,2,68
FRA,CTG,2,123,73
FRA,CTG,30,81,1447
FRA,CTG,2,25,47
FRA,CTG,189,3149,61
FRA,CTG,13,143,16
FRA,CTG,2,22,3
FRA,CTG,3,15,385
FRA,CTG,0,6,21
FRA,CTG,31,1351,44
FRA,CTG,0,1,17
FRA,CTG,33,97,1371
FRA,CTG,5,83,61
FRA,CTG,0,1,8
FRA,CTG,0,36,57
FRA,CTG,0,5,6
FRA,CTG,3966,5218,92
FRA,CTG,0,8,20
FRA,CTG,1,34,72
FRA,CTG,1,17,68
FRA,CTG,1,22,76
FRA,CTG,6,1187,2
FRA,CTG,1,77,53
FRA,CTG,6,418,82
FRA,CTG,63,1994,34
FRA,CTG,0,68,125
FRA,CTG,2,145,54
FRA,CTG,4,6082,64
FRA,CTG,1,106,12
FRA,CTG,3,67,53
FRA,CTG,30,591,1
FRA,CTG,1,119,59
FRA,CTG,1286,13852,87
FRA,CTG,1,53,54
FRA,CTG,1,307,45
FRA,CTG,1,35,78
FRA,CTG,1,0,96
FRA,CTG,10,6145,19
FRA,CTG,22,1091,6
FRA,CTG,3,431,3
FRA,CTG,2,195,32
FRA,CTG,919,2883,47
FRA,CTG,296,1207,37
FRA,CTG,6,322,62
FRA,CTG,2,216,22
FRA,CTG,16,24,64
FRA,CTG,10,1159,65
FRA,CTG,7,892,39
FRA,CTG,280,11556,16
FRA,CTG,323,5665,42
FRA,CTG,6,135,6
FRA,CTG,11,794,95
FRA,CTG,116,4990,38
FRA,CTG,3,212,79
FRA,CTG,3,708,42
FRA,CTG,1,91,8
FRA,CTG,1,1149,57
FRA,CTG,8,4587,68
FRA,CTG,13,219,96
FRA,CTG,11,821,25
FRA,CTG,22,1250,3
FRA,CTG,1,17,79
FRA,CTG,9,422,95
FRA,CTG,209,604,72
FRA,CTG,3,32,52
FRA,CTG,2,156,68
FRA,CTG,141,15129,75
FRA,CTG,33,1160,28
FRA,CTG,13,97,89
FRA,CTG,1,46,88
FRA,CTG,25,1650,3
FRA,CTG,2,61,4
FRA,CTG,21,732,89
FRA,CTG,2,183,94
FRA,CTG,1,4,9
FRA,CTG,42,3575,1
FRA,CTG,5,74,54
FRA,CTG,51,150,89
FRA,CTG,4,29,44
FRA,CTG,17,2830,49
FRA,CTG,13,521,7
FRA,CTG,60,1930,76
FRA,CTG,4,3,68
FRA,CTG,1,237,4
FRA,CTG,3,1900,61
FRA,CTG,85,3703,79
FRA,CTG,258,16720,46
FRA,CTG,517,15909,51
FRA,CTG,686,15545,69
FRA,CTG,18,2176,34
FRA,CTG,7,379,83
FRA,CTG,18,725,4
FRA,CTG,2,591,2
FRA,CTG,2,136,5
FRA,CTG,20,229,52
FRA,CTG,425,2796,5
FRA,CTG,561,10496,5
FRA,CTG,56,2927,92
FRA,CTG,2976,33020,1
FRA,CTG,5,157,5
FRA,CTG,4,138,7
FRA,CTG,164,9912,96
FRA,CTG,9,381,65
FRA,CTG,897,4266,28
FRA,CTG,7,674,99
FRA,CTG,5,548,74
FRA,CTG,3,937,65
FRA,CTG,990,31804,95
FRA,CTG,2,280,2
FRA,CTG,2,132,56
FRA,CTG,10,610,8
FRA,CTG,2,15,5
FRA,CTG,4410,65457,27
FRA,CTG,105408,96624,380557005
FRA,CTG,26352,24156,96588007
FRA,CTG,28700,41041,161117526
FRA,CTG,2060,48730,194915614
GAB,CTG,65016,157122,635593056
GHA,CTG,42000,76440,304422300
GHA,CTG,2,8,66
GRD,CTG,1981,5,7813
GRD,CTG,5267,52,14305
GRD,CTG,2553,12,8362
GRD,CTG,1237,2,3694
GRD,CTG,279,6253,5
GRD,CTG,259,2,2822
GRD,CTG,11,37,10
GRD,CTG,10,0,2
GRD,CTG,8,1,3
GRD,CTG,54,6940,99
GRD,CTG,8,1550,9
GRD,CTG,5,752,59
GRD,CTG,430,15381,4
GRD,CTG,40,430,4
GRD,CTG,3,12,48
GRD,CTG,10,28,1
GRC,CTG,57907,226802,95
GRC,CTG,38615,161003,98
GLP,CTG,54232,41827,6
GLP,CTG,11978,14765,58515627
GLP,CTG,26208,18285,12
GLP,CTG,16128,19353,6
GLP,CTG,4154,22477,2
GLP,CTG,1,4,1
GLP,CTG,1,94,2
GLP,CTG,2,28,1
GLP,CTG,1,4,1
GLP,CTG,1,14,0
GLP,CTG,24840,29311,2
GLP,CTG,150,19500,77988885
GLP,CTG,150,1050,4199401
GLP,CTG,25491,22224,4
GLP,CTG,21907,22022,3
GLP,CTG,66852,49996,4
GLP,CTG,1950,2145,8487250
GLP,CTG,23040,31104,124132331
GLP,CTG,58320,47569,68
GLP,CTG,38880,46440,181762232
GLP,CTG,4032,5184,20728275
GLP,CTG,18144,20736,82913103
GLP,CTG,6426,82,16195
GLP,CTG,23040,24320,96207001
GLP,CTG,25362,95,124255
GLP,CTG,1625,25,7621
GTM,BOG,18,12044,48169134
GTM,CTG,1000,2500,10058025
GTM,CTG,1000,2000,8046420
GTM,CTG,100,530,2132301
GTM,CTG,500,2475,9957444
GTM,CTG,153590,31485,95
GTM,CTG,21876,50427,12
GTM,CTG,100,630,6
GTM,CTG,42,52920,211601149
GTM,CTG,8190,23587,2
GTM,CTG,100,1200,4827852
GTM,CTG,102,507,62
GTM,CTG,90,96,1380
GTM,CTG,1778,94,12087
GTM,CTG,2580,2398,97
GTM,CTG,20,180,719983
GTM,CTG,7091,42,19540
GTM,CTG,10942,2,24262
GTM,CTG,710,86,2376
GTM,CTG,1092,6442,8
GTM,CTG,15,611,25
GTM,CTG,20,607,4
GTM,CTG,5,145,95
GTM,CTG,926,202381,3
GTM,CTG,31,8830,97
GTM,CTG,21,55440,221677394
GTM,CTG,480,10057,93
GTM,CTG,75,15840,63336398
GTM,CTG,4000,9090,34742434
GTM,CTG,15050,76862,5
GTM,CTG,2500,11960,47335150
GTM,CTG,109,332150,1308145615
GTM,CTG,1228,8,16339
GTM,CTG,4082,53,40752
GTM,CTG,312,8,1942
GTM,CTG,13104,39768,4
GTM,CTG,1950,9945,39765181
GTM,CTG,4898,59,38661
GTM,CTG,230,4,1547
GTM,CTG,694,8,1870
GTM,CTG,576,691,2
GTM,CTG,4459,2,7904
GTM,CTG,21600,34819,2
GTM,CTG,55000,71960,287775899
GTM,CTG,3000,7050,28189495
GTM,CTG,200,1812,6925554
GTM,CTG,1500,3060,11695473
GTM,CTG,4000,2890,11555693
GTM,CTG,100,1200,4586460
GTM,CTG,16941,94,48035
GTM,CTG,18722,28,245646
GTM,CTG,14004,8811,66
GTM,CTG,14004,2212,34
GTM,CTG,2820,2601,92
GTM,CTG,20555,91975,364512213
GTM,CTG,72514,6,129219
GTM,CTG,51313,42,94731
GTM,CTG,1456,72,3569
GTM,CTG,204,48,688
GTM,CTG,3725,6250,24990687
GTM,CTG,3023,21,5275
GTM,CTG,87,556,8
GTM,CTG,53,396,97
GTM,CTG,1866,4501,85
GTM,CTG,3353,8646,93
GTM,CTG,1496,11551,31
GTM,CTG,83,476,42
GTM,CTG,106,659,32
GTM,CTG,5191,106938,84
GTM,CTG,338,6516,64
GTM,CTG,253,4529,52
GTM,CTG,695,9818,24
GTM,CTG,9456,7163,18
GTM,CTG,684,4,3019
GTM,CTG,1200,1788,7149335
GTM,CTG,19436,157173,8
GTM,CTG,3900,66300,253401915
GTM,CTG,511,115639,3
GTM,CTG,124,34216,28
GTM,CTG,99,3500,36
GTM,CTG,31,115100,442537631
GTM,CTG,10,7317,52
GTM,CTG,23,6779,47
GTM,CTG,9,2100,1
GTM,CTG,1152,1929,6
GTM,CTG,9000,17710,70058634
GTM,CTG,3000,6300,24922044
GTM,CTG,7456,220289,5
GTM,CTG,485,5219,79
GTM,CTG,565,12,2378
GTM,CTG,36000,4633,25
GTM,CTG,2726,4,8201
GTM,CTG,7056,6,80646
GTM,CTG,3969,32,38861
GTM,CTG,45,2415,9455763
GTM,CTG,900,2422,5
GTM,CTG,503,2,17513
GTM,CTG,8000,15200,60129376
GTM,CTG,0,3,45
GTM,CTG,151,6,6127
GTM,CTG,8000,29935,117722081
GTM,CTG,14004,8779,69
GTM,CTG,14004,2204,31
GTM,CTG,57,95,647
GTM,CTG,45,3018,21
GTM,CTG,31,2841,42
GTM,CTG,511,30285,92
GTM,CTG,5,153,86
GTM,CTG,1470,30370,95
GTM,CTG,16,583,68
GTM,CTG,121,11130,86
GTM,CTG,135,6841,99
GTM,CTG,200,16713,42
GTM,CTG,145,20748,59
GTM,CTG,1534,16328,69
GTM,CTG,10185,1,29464
GTM,CTG,47966,54,85494
GTM,CTG,2544,29,5825
GTM,CTG,197,15,477
GTM,CTG,7500,1594,5
GTM,CTG,3,12,66
GTM,CTG,47,4,475
GTM,CTG,19,548,28
GTM,CTG,42,619,32
GTM,CTG,161,3544,16
GTM,CTG,21,583,71
GTM,CTG,105,1641,57
GTM,CTG,36,102,66
GTM,CTG,18,119,94
GTM,CTG,23,684,73
GTM,CTG,17,533,44
GTM,CTG,42,1252,47
GTM,CTG,25,730,53
GTM,CTG,51,1516,75
GTM,CTG,16,307,36
GTM,CTG,3,38,59
GTM,CTG,11200,1190,4739948
GTM,CTG,9,601,95
GTM,CTG,88,5248,2
GTM,CTG,695,33089,131798450
GTM,CTG,75,2783,6
GTM,CTG,34,1481,5
GTM,CTG,1677,13802,54599055
GTM,CTG,75,8,1806
GTM,CTG,1155,8355,6
GTM,CTG,270,973,1
GTM,CTG,11,93,119
GTM,CTG,11700,1673,1
GTM,CTG,170,1433,94
GTM,CTG,406,5407,92
GTM,CTG,149,53,1501
GTM,CTG,25,26,55
GTM,CTG,10,98,84
GTM,CTG,7800,133380,529704653
GTM,CTG,65,270,49
GTM,CTG,6406,32758,41
GTM,CTG,1184,258320,5
GTM,CTG,188,48523,48
GTM,CTG,500,94,45
GTM,CTG,4,58,24
GTM,CTG,30,111,5
GTM,CTG,56,5869,85
GTM,CTG,59,1645,14
GTM,CTG,74,36,746
GTM,CTG,850,4261,15
GTM,CTG,44,255,39
GTM,CTG,13,404,17
GTM,CTG,25,329,97
GTM,CTG,62,128,43
GTM,CTG,1890,3055,94
GTM,CTG,4600,8957,24
GTM,CTG,111625,249703,1
GTM,CTG,19090,43070,9
GTM,CTG,3,3,37
GTM,CTG,20200,47762,187008767
GTM,CTG,3,3,130
GTM,CTG,2037,7554,72
GTM,CTG,11264,20766,48
GTM,CTG,14400,172512,688474690
GTM,CTG,180,1675,5
GTM,CTG,396,23,2643
GTM,CTG,686,48,6342
GTM,CTG,0,4,13
GTM,CTG,282,700310,2765202047
GTM,CTG,41000,75410,301633213
GTM,CTG,6565,32,90204
GTM,CTG,34527,174765,681263865
GTM,CTG,108,664,56
GTM,CTG,24,113,52
GTM,CTG,60,339,24
GTM,CTG,48,154,56
GTM,CTG,48,129,6
GTM,CTG,504,2595,96
GTM,CTG,36,166,32
GTM,CTG,504,2529,12
GTM,CTG,120,808,2
GTM,CTG,72,619,2
GTM,CTG,72,612,72
GTM,CTG,108,1183,68
GTM,CTG,432,3637,56
GTM,CTG,1332,291239,1
GTM,CTG,252,68717,4
GTM,CTG,600,13164,51906046
GTM,CTG,350,670,15
GTM,CTG,1,150,592281
GTM,CTG,140,1014,4
GTM,CTG,2710,16802,56
GTM,CTG,1474,2,2800
GTM,CTG,10944,18028,8
GTM,CTG,14504,62,43722
GTM,CTG,940,5,2835
GTM,CTG,8764,48,16559
GTM,CTG,19507,37,37065
GTM,CTG,9241,13,25866
GTM,CTG,181,52,50
GTM,CTG,576,964,8
GTM,CTG,4,48944,195703073
GTM,CTG,8586,31,19927
GTM,CTG,1476,64,8851
GTM,CTG,41388,16,177034
GTM,CTG,1915,32,6225
GTM,CTG,220,3564,14338720
GTM,CTG,20925,57499,58
GTM,CTG,1067,4,10820
GTM,CTG,19657,63,93532
GTM,CTG,47,1,86
GTM,CTG,107,55,198
GTM,CTG,1273,5,1642
GTM,CTG,973,6,1186
GTM,CTG,324,8,396
GTM,CTG,60,76,105
GTM,CTG,10179,6,13243
GTM,CTG,48,77,28
GTM,CTG,96,1,109
GTM,CTG,1456,51,2212
GTM,CTG,7084,27,47098
GTM,CTG,443,11,2402
GTM,CTG,6917,62,34423
GTM,CTG,1013,68,4479
GTM,CTG,2093,73,13856
GTM,CTG,223,8,1568
GTM,CTG,50605,76,205147
GTM,CTG,1448,55,35649
GTM,CTG,1377,31986,86
GTM,CTG,111,4356,16648849
GTM,CTG,956,21072,2
GTM,CTG,58,8,2306
GTM,CTG,176,4197,68
GTM,CTG,2000,26380,100825679
GTM,CTG,5874,17,19357
GTM,CTG,2074,64,1286
GTM,CTG,1178,4157,68
GTM,CTG,3,1,5
GTM,CTG,34,250,955512
GTM,CTG,16,45,171992
GTM,CTG,832,5,1256
GTM,CTG,17,8,144
GTM,CTG,20900,34,58859
GTM,CTG,3310,3849,75
GTM,CTG,30180,66197,76
GTM,CTG,8043,16297,1
GTM,CTG,78,65680,251032244
GTM,CTG,1,441,1
GTM,CTG,2888,17055,8
GTM,CTG,9240,26194,104334631
GTM,CTG,25,466,7
GTM,CTG,27,77,1460
GTM,CTG,14,97,2062
GTM,CTG,95,19,5974
GTM,CTG,1,6,1324
GTM,CTG,42,9,3754
GTM,CTG,342,73,6120
GTM,CTG,349,27,9038
GTM,CTG,20,753,24
GTM,CTG,62,4,741
GTM,CTG,25,3177,73
GTM,CTG,23,684,76
GTM,CTG,25,10357,5
GTM,CTG,25,635,55
GTM,CTG,5205,36103,2
GTM,CTG,209,11533,99
GTM,CTG,286,57,2362
GTM,CTG,1136,3525,68
GTM,CTG,82,72,762
GTM,CTG,59,9,126
GTM,CTG,224,53,3048
GTM,CTG,850,1300,5142644
GTM,CTG,8348,31537,74
GTM,CTG,110,272,6
GTM,CTG,5,342,45
GTM,CTG,979,11079,6
GTM,CTG,100,598,2365616
GTM,CTG,6080,22218,4
GTM,CTG,801,126858,29
GTM,CTG,14,522,57
GTM,CTG,80,43148,8
GTM,CTG,1,1,0
GTM,CTG,38,7,2
GTM,CTG,0,5,8
GTM,CTG,0,32,4
GTM,CTG,1,2,9
GTM,CTG,3,6,25
GTM,CTG,2,4,18
GTM,CTG,80,4,375
GTM,CTG,8546,85,36129
GTM,CTG,8567,55297,8
GTM,CTG,7016,12613,48
GTM,CTG,20400,39423,157669528
GTM,CTG,216,3202,8
GTM,CTG,10,10895,43389337
GTM,CTG,6,150,597472
GTM,CTG,13610,90106,8
GTM,CTG,28,3,6
GTM,CTG,3000,39000,155996490
GTM,CTG,150000,45572,17
GTM,CTG,14515,87,58182
GTM,CTG,62,21,209
GTM,CTG,760,2219,2
GTM,CTG,1600,4064,15733572
GTM,CTG,5187,72,12839
GTM,CTG,218000,20846,56
GTM,CTG,510050,21195,68
GTM,CTG,555,3438,8
GTM,CTG,320,3440,13469079
GTM,CTG,700,542,2122163
GTM,CTG,2480,4784,45
GTM,CTG,796,68,2852
GTM,CTG,1608,1944,4
GTM,CTG,731,1,4805
GTM,CTG,32,95,162
GTM,CTG,2081,92,10446
GTM,CTG,697,98,2794
GTM,CTG,1133,1,7379
GTM,CTG,46000,163676,633663450
GTM,CTG,123200,29526,116421903
GTM,CTG,4814,16333,86
GTM,CTG,39000,19287,76049219
GTM,CTG,8197,52,56153
GTM,CTG,6,27929,49
GTM,CTG,9000,29385,9
GTM,CTG,805,35,4779
GTM,CTG,198,6,2520
GTM,CTG,35025,1798,13
GTM,CTG,2500,52,37
GTM,CTG,105800,5766,12
GTM,CTG,325300,13875,42
GTM,CTG,5401,21768,87577235
GTM,CTG,8302,71,26326
GTM,CTG,170,2186,87
GTM,CTG,202600,15705,58
GTM,CTG,30200,784,6
GTM,CTG,29000,1630,65
GTM,CTG,3672505,55627,78
GTM,CTG,246,55,273
GTM,CTG,18,576,2201500
GTM,CTG,2272,10046,32
GTM,CTG,116,10182,38916113
GTM,CTG,1,22,84085
GTM,CTG,2,60,229323
GTM,CTG,52,6292,56
GTM,CTG,2034,1750,6997392
GTM,CTG,112,1750,6997392
GTM,CTG,25,886,37
GTM,CTG,192600,11679,97
GTM,CTG,26000,1833,26
GTM,CTG,311000,14230,13
GTM,CTG,242000,340648,76
GTM,CTG,93000,136119,8
GTM,CTG,13556,19,71346
GTM,CTG,101172,7,293019
GTM,CTG,125263,18,301404
GTM,CTG,11522,62,68249
GTM,CTG,55670,26,157669
GTM,CTG,22500,4818,6
GTM,CTG,3500,10131,4
